start,end,today,deviceid,audit,enumerator_id,survey_consent,consent_no,consent_no_other,ki_sector,ki_sector_other,region_reporting,province_reporting,district_reporting,bsu_reporting,settlement_name,settlement_name_other,settlement_name_all,settlement_dulicate,duplicates,interview_type,ki_in_settlement,visited_settlement,ki_province_living,ki_district_living,settlement_events_year,settlement_events_year/events_active_conflict,settlement_events_year/events_earthquake,settlement_events_year/events_flood,settlement_events_year/events_avalanche_snowfall,settlement_events_year/events_drought,settlement_events_year/events_none,settlement_events_year/events_no_answer,settlement_events_3_months,settlement_events_3_months/events_active_conflict,settlement_events_3_months/events_earthquake,settlement_events_3_months/events_flood,settlement_events_3_months/events_avalanche_snowfall,settlement_events_3_months/events_drought,settlement_events_3_months/events_none,settlement_events_3_months/events_no_answer,displaced_3_months,pop_displaced,idp_3_months,returnee_3_months,activity_3_months,ag_own_land,livestock_own_animals,livelihood_conflict_disaster,livelihood_conflict_disaster/yes_livestock_impact,livelihood_conflict_disaster/yes_ag_impact,livelihood_conflict_disaster/yes_income_impact,livelihood_conflict_disaster/other,livelihood_conflict_disaster/conflict_no,livelihood_conflict_disaster/conflict_dont_know,conflict_disaster_other,livestock_negative_impacts,ag_negative_impacts,coping_consumed_seed,coping_beg_charity,coping_sold_land,hum_aid_3_months,type_assistance,type_assistance/assistance_food,type_assistance/assistance_shelter,type_assistance/assistance_health,type_assistance/assistance_wash,type_assistance/assistance_education,type_assistance/assistance_protection,type_assistance/assistance_dont_know,aid_info,mobile_network,bank_account,road_access,why_no_access,dist_centre_access,priority_needs,priority_needs/needs_shelter,priority_needs/needs_food,priority_needs/needs_health,priority_needs/needs_seeds,priority_needs/needs_employment,priority_needs/needs_water,priority_needs/needsd_hygiene,priority_needs/needs_documents,priority_needs/needs_protection,priority_needs/needs_education,priority_needs/needs_psycho_support,priority_needs/needs_none,priority_needs/needs_dont_know,food_access,hunger_level,market_available,borrow_food_money,borrow_food_proportion,reduced_food_children,reduced_food_proportion,malnutrition_severity,nutrition_access,shelter_type,no_shelter_open,shelter_damage,shelter_destroyed,shelter_repair,shelter_evicted,heating_source,nfi_market,health_functioning_access,health_closed,meds_access,birth_hospital,death_cause,more_ppl_died,edu_children,rel_school,edu_boys,edu_girls,children_removed,water_source,water_source_damage,water_access,reason_water_needs,soap_access,open_defecation,waste_disposal,safety_rating,adult_incidents,adult_incidents/verbal_threat,adult_incidents/assault_no_weapon,adult_incidents/assault_weapon,adult_incidents/hinder_move,adult_incidents/forced_work,adult_incidents/forced_detained,adult_incidents/forced_recruitment,adult_incidents/none,adult_incidents/dont_know,child_incidents,child_incidents/verbal_threat,child_incidents/assault_no_weapon,child_incidents/assault_weapon,child_incidents/hinder_move,child_incidents/forced_work,child_incidents/forced_detained,child_incidents/forced_recruitment,child_incidents/none,child_incidents/dont_know,other_incidents,other_incidents_other,civil_justice,boys_marriage,girls_marriage,explosive_hazards,explosive_impact,explosive_impact/constrain_service_access,explosive_impact/constrain_playing_access,explosive_impact/livelihood_income,explosive_impact/psych_wellbeing,explosive_impact/death_disability,explosive_impact/none,explosive_impact/dont_know,phys_injury_conflict,phys_injury_disaster,boys_work_no_school,girls_work_no_school,forced_leave,have_tazkira,men_tazkira,_id,_uuid,_submission_time,date,_validation_status,_index,enumerator_id_final,Dimension
2019-09-05T10:58:11.479+04:30,2019-09-05T11:21:42.096+04:30,43713,3.57E+14,,7,yes,,,sector_village_admin,,eastern,nangarhar,hesarak,lokhay,kod_mara,,kod_mara,lokhay_kod_mara,#REF!,face_to_face,no,yes_visited,nangarhar,behsud,events_drought events_active_conflict,1,0,0,0,1,0,0,events_avalanche_snowfall events_flood events_earthquake,0,1,1,1,0,0,0,yes,displ_20_50_hh,no,yes,activity_livestock,,yes,yes_income_impact,0,0,1,0,0,0,,,,yes,yes,yes,yes,assistance_food assistance_education assistance_health assistance_shelter assistance_wash,1,1,1,1,1,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_shelter needsd_hygiene needs_water,1,0,0,0,0,1,1,0,0,0,0,0,0,yes,,yes,no,,yes,very_few,malnour_none,yes,shelter_bricks,no,yes_both,20_50_hh,very_few,no,heating_dung,no,yes,no,meds_access,no,conflict_cause,yes,yes,no,yes,no,yes,pump_public,damage_none,almost_all,water_none,no,no,burning,okay,verbal_threat assault_weapon,1,0,1,0,0,0,0,0,0,hinder_move assault_weapon,0,0,1,1,0,0,0,0,0,targeting_women,,yes,yes,no,yes,livelihood_income constrain_playing_access,0,1,1,0,0,0,0,,yes,yes,no,yes,yes,account_none,66783311,5a268d92-6b62-4fa8-9e68-cb324e80bbba,2019-09-05T09:23:02,9/5/2019,,2013,nangarhar_7,Mix
2019-09-05T11:33:18.869+04:30,2019-09-05T12:13:57.539+04:30,43713,3.57E+14,,7,yes,,,sector_village_admin,,eastern,nangarhar,hesarak,lokhay,sarok,,sarok,lokhay_sarok,#REF!,face_to_face,no,yes_talked_remotely,nangarhar,behsud,events_drought events_flood,0,0,1,0,1,0,0,events_active_conflict events_avalanche_snowfall,1,0,0,1,0,0,0,yes,displ_20_50_hh,yes,yes,activity_ag,yes,,yes_income_impact,0,0,1,0,0,0,,,,yes,yes,yes,yes,assistance_food assistance_wash assistance_education assistance_shelter assistance_health,1,1,1,1,1,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needsd_hygiene needs_water,0,1,0,0,0,1,1,0,0,0,0,0,0,yes,,yes,yes,very_few,yes,very_few,malnour_none,yes,shelter_bricks,no,yes_both,20_50_hh,very_few,no,heating_dung,no,yes,no,meds_access,no,conflict_cause,yes,yes,no,yes,no,yes,pump_public,damage_none,almost_all,water_none,no,no,burning,poor,verbal_threat,1,0,0,0,0,0,0,0,0,assault_no_weapon assault_weapon hinder_move,0,1,1,1,0,0,0,0,0,targeting_women,,yes,yes,yes,yes,psych_wellbeing livelihood_income,0,0,1,1,0,0,0,yes,yes,yes,no,yes,yes,account_more_half,66783319,0ea5f235-85d0-4719-915b-844d4785f4f8,2019-09-05T09:23:10,9/5/2019,,2015,nangarhar_7,Mix
2019-09-05T12:14:17.718+04:30,2019-09-05T13:28:02.891+04:30,43713,3.57E+14,,7,yes,,,sector_village_admin,,eastern,nangarhar,hesarak,nasar_khel,mohammadi,,mohammadi,nasar_khel_mohammadi,#REF!,face_to_face,no,yes_visited,nangarhar,behsud,events_drought events_active_conflict,1,0,0,0,1,0,0,events_avalanche_snowfall events_flood,0,0,1,1,0,0,0,yes,displ_20_50_hh,yes,yes,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,0,0,0,,,ag_impact_less_half,yes,yes,yes,yes,assistance_education assistance_wash assistance_food assistance_shelter assistance_health,1,1,1,1,1,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needsd_hygiene needs_water needs_food,0,1,0,0,0,1,1,0,0,0,0,0,0,yes,,yes,yes,very_few,yes,very_few,malnour_none,yes,shelter_bricks,no,yes_both,20_50_hh,very_few,yes,heating_dung,no,yes,yes,meds_access,yes,conflict_cause,yes,yes,no,yes,no,yes,protected_well,damage_none,almost_all,water_none,yes,no,burning,poor,verbal_threat assault_no_weapon,1,1,0,0,0,0,0,0,0,hinder_move assault_weapon forced_work,0,0,1,1,1,0,0,0,0,targeting_women,,yes,yes,no,yes,livelihood_income constrain_playing_access,0,1,1,0,0,0,0,,yes,yes,no,yes,yes,account_more_half,66783326,51d65681-d248-4749-bdee-b8c7d92e358c,2019-09-05T09:23:14,9/5/2019,,2016,nangarhar_7,Mix
2019-09-04T11:10:44.837+04:30,2019-09-04T11:41:15.947+04:30,43712,3.52E+14,,4,yes,,,sector_education,,northern,faryab,qaisar,markaz_qaizar,bori_bala,,bori_bala,markaz_qaizar_bori_bala,#REF!,phone_interview,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_20_50_hh,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,0,0,0,,,ag_impact_more_half,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_outside_comm,connect_few_hrs,account_very_few,no,no_road,access_2h,needs_food needs_employment needs_water,0,1,0,0,1,1,0,0,0,0,0,0,0,no,hunger_small,yes,yes,don't_know,yes,half,malnour_very_few,no_not_accessible,shelter_bricks,no,yes_conflict,less_20_hh,very_few,yes,heating_dung,yes,yes,yes,meds_expensive,yes,conflict_cause,yes,yes,yes,yes,yes,yes,pump_private,damage_disaster,very_few,water_points_amount,yes,yes,burning,very_poor,verbal_threat assault_weapon hinder_move,1,0,1,1,0,0,0,0,0,verbal_threat forced_work,1,0,0,0,1,0,0,0,0,targeting_women,,no,yes,yes,yes,constrain_playing_access livelihood_income psych_wellbeing death_disability,0,1,1,1,1,0,0,yes,,yes,yes,yes,yes,account_more_half,66894556,c6f51c51-bcf8-4b26-add0-37757bfb78e9,2019-09-06T05:28:31,9/6/2019,,2017,faryab_4,Conflict Intensity
2019-09-04T16:26:18.704+04:30,2019-09-04T16:52:27.360+04:30,43712,3.52E+14,,4,yes,,,sector_ag_livestock,,northern,faryab,qaisar,markaz_qaizar,yang_e_shahghasi,,yang_e_shahghasi,markaz_qaizar_yang_e_shahghasi,#REF!,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_20_50_hh,no,no,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,0,0,0,,,ag_impact_less_half,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_outside_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_seeds needs_water needsd_hygiene,0,0,0,1,0,1,1,0,0,0,0,0,0,yes,,yes,yes,half,yes,very_few,malnour_very_few,yes,shelter_bricks,no,no,,,no,heating_waste,yes,yes,no,meds_access,yes,conflict_cause,yes,yes,yes,yes,yes,yes,pump_public,damage_disaster,very_few,water_points_amount,yes,no,burning,very_poor,verbal_threat assault_weapon hinder_move forced_work,1,0,1,1,1,0,0,0,0,verbal_threat assault_no_weapon forced_work,1,1,0,0,1,0,0,0,0,targeting_women,,no,yes,yes,yes,constrain_service_access constrain_playing_access livelihood_income death_disability,1,1,1,0,1,0,0,yes,yes,yes,yes,yes,yes,account_more_half,66894792,f707d896-b9ed-45ee-964f-1c136048f357,2019-09-06T05:35:25,9/6/2019,,2018,faryab_4,Conflict Intensity
2019-09-05T17:21:25.373+05,2019-09-05T18:02:51.806+05,43713,3.59E+14,,4,yes,,,sector_ag_livestock,,north_eastern,kunduz,dasht_e_archi,gharlagh,wakil_saeed_akbar,,wakil_saeed_akbar,gharlagh_wakil_saeed_akbar,#REF!,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_100_more_hh,yes,yes,activity_ag,yes,,yes_livestock_impact yes_income_impact,1,0,1,0,0,0,,livestock_died,,yes,no,no,yes,assistance_health assistance_education,0,0,1,0,1,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needs_water needs_protection,0,1,0,0,0,1,0,0,1,0,0,0,0,no,hunger_bad,yes,yes,half,yes,very_few,malnour_less_half,no_too_expensive,shelter_bricks,no,yes_conflict,20_50_hh,very_few,yes,heating_wood,no,yes,yes,meds_expensive,yes,natural_cause,no,yes,yes,yes,yes,no,unprotected_well,damage_none,very_few,water_points_amount,yes,yes,street_open_space,very_poor,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,none,0,0,0,0,0,0,0,1,0,none,,yes,no,no,yes,constrain_service_access constrain_playing_access psych_wellbeing,1,1,0,1,0,0,0,yes,,yes,no,yes,yes,account_half,66978576,6703a153-a04e-4a20-9c6d-bc27d0f88ce1,2019-09-07T01:57:54,9/7/2019,,2021,kunduz_4,Mix
2019-09-07T10:19:28.790+04:30,2019-09-07T10:41:30.121+04:30,43715,3.56E+14,,1,yes,,,sector_village_admin,,north_eastern,baghlan,pul_e_khumri,wazir_abad,wazir_abad_chakari,,wazir_abad_chakari,wazir_abad_wazir_abad_chakari,#REF!,face_to_face,yes,,,,events_active_conflict events_earthquake events_drought,1,1,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_20_50_hh,yes,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,,livestock_died,ag_impact_less_half,yes,no,yes,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_outside_comm,connect_few_hrs,account_very_few,no,road_blocked,access_2h,needs_food needs_employment needs_protection,0,1,0,0,1,0,0,0,1,0,0,0,0,yes,,no,yes,very_few,no,,malnour_very_few,no_too_far,shelter_bricks,no,yes_conflict,20_50_hh,very_few,yes,heating_wood,no,no,no,meds_not_available,no,conflict_cause,yes,yes,yes,yes,no,yes,sfc_water,damage_none,almost_all,water_none,yes,yes,street_open_space,very_poor,verbal_threat assault_no_weapon assault_weapon hinder_move forced_work,1,1,1,1,1,0,0,0,0,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,targeting_women,,no,no,no,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,yes,,yes,no,yes,yes,account_half,67001064,86719349-0a95-4f93-aa63-a4f116ef59c6,2019-09-07T09:52:06,9/7/2019,,2022,baghlan_1,Conflict Intensity
2019-09-07T10:41:46.559+04:30,2019-09-07T11:06:51.260+04:30,43715,3.56E+14,,1,yes,,,sector_ag_livestock,,north_eastern,baghlan,pul_e_khumri,khwaja_alwan,najmudin,,najmudin,khwaja_alwan_najmudin,#REF!,phone_interview,yes,,,,events_active_conflict events_earthquake events_drought,1,1,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_20hh_less,yes,no,activity_livestock,,yes,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,,livestock_left,ag_impact_less_half,yes,yes,yes,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_outside_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needs_employment needs_protection,0,1,0,0,1,0,0,0,1,0,0,0,0,yes,,no,yes,very_few,no,,malnour_very_few,no_too_far,shelter_makeshift,yes,yes_conflict,less_20_hh,very_few,no,heating_charcoal,no,no,no,meds_not_available,yes,conflict_cause,yes,yes,yes,yes,yes,yes,pump_public,damage_none,almost_all,water_none,yes,yes,street_open_space,okay,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,verbal_threat assault_weapon hinder_move,1,0,1,1,0,0,0,0,0,targeting_women,,no,no,yes,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,yes,,yes,no,yes,yes,account_half,67001068,c9adf08d-9315-44a7-b41e-621dc3f7a52c,2019-09-07T09:52:12,9/7/2019,,2023,baghlan_1,Conflict Intensity
2019-09-07T11:06:57.076+04:30,2019-09-07T11:40:16.887+04:30,43715,3.56E+14,,1,yes,,,sector_ag_livestock,,north_eastern,baghlan,pul_e_khumri,cheshme_sher,shaikh_ali,,shaikh_ali,cheshme_sher_shaikh_ali,#REF!,face_to_face,yes,,,,events_active_conflict events_earthquake events_drought,1,1,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_20_50_hh,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,,livestock_died,ag_impact_less_half,yes,no,yes,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_outside_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needs_employment needs_protection,0,1,0,0,1,0,0,0,1,0,0,0,0,yes,,no,yes,very_few,no,,malnour_very_few,no_too_far,shelter_bricks,no,yes_conflict,less_20_hh,very_few,no,heating_charcoal,no,no,no,meds_not_available,no,conflict_cause,yes,yes,yes,yes,no,yes,sfc_water,damage_none,almost_all,water_none,yes,yes,street_open_space,very_poor,verbal_threat assault_no_weapon assault_weapon hinder_move forced_work forced_detained,1,1,1,1,1,1,0,0,0,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,targeting_women,,no,no,no,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,yes,,yes,no,yes,yes,account_half,67001071,dd1373f1-037a-48b4-af4f-ee1bc6639517,2019-09-07T09:52:17,9/7/2019,,2024,baghlan_1,Conflict Intensity
2019-09-07T11:59:23.909+04:30,2019-09-07T12:24:37.273+04:30,43715,3.56E+14,,1,yes,,,sector_ag_livestock,,north_eastern,baghlan,pul_e_khumri,bagh_shamal,saqi_mulayian,,saqi_mulayian,bagh_shamal_saqi_mulayian,#REF!,face_to_face,yes,,,,events_active_conflict events_earthquake events_drought,1,1,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_20hh_less,yes,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,,livestock_died,ag_impact_less_half,yes,no,yes,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_outside_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_shelter needs_employment needs_protection,1,0,0,0,1,0,0,0,1,0,0,0,0,yes,,no,yes,very_few,no,,malnour_very_few,no_too_far,shelter_makeshift,no,yes_conflict,less_20_hh,very_few,no,heating_wood,no,no,no,meds_not_available,no,conflict_cause,yes,yes,yes,yes,no,yes,protected_well,damage_none,almost_all,water_none,yes,yes,street_open_space,okay,verbal_threat assault_no_weapon assault_weapon hinder_move forced_work forced_detained,1,1,1,1,1,1,0,0,0,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,targeting_women,,no,no,no,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,yes,,yes,no,yes,yes,account_more_half,67001087,f6de61f4-0ca2-4bef-929f-7ed4600a7649,2019-09-07T09:52:43,9/7/2019,,2026,baghlan_1,Conflict Intensity
2019-09-07T14:23:16.137+04:30,2019-09-07T14:48:11.810+04:30,43715,3.56E+14,,1,yes,,,sector_ag_livestock,,north_eastern,baghlan,dahana_e_ghori,day_mirak,charmab_bala,,charmab_bala,day_mirak_charmab_bala,#REF!,face_to_face,yes,,,,events_active_conflict events_earthquake events_drought,1,1,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_20hh_less,no,no,activity_livestock,,yes,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,,livestock_died,ag_impact_less_half,yes,no,yes,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_outside_comm,connect_few_hrs,account_very_few,no,road_blocked,access_2h,needs_shelter needs_employment needs_protection,1,0,0,0,1,0,0,0,1,0,0,0,0,yes,,no,yes,very_few,no,,malnour_very_few,no_too_far,shelter_bricks,no,yes_conflict,less_20_hh,very_few,no,heating_wood,no,no,no,meds_not_available,no,conflict_cause,yes,yes,yes,yes,no,yes,sfc_water,damage_none,almost_all,water_none,yes,yes,street_open_space,okay,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,verbal_threat assault_weapon hinder_move,1,0,1,1,0,0,0,0,0,targeting_women,,no,no,no,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,yes,,yes,no,yes,yes,account_half,67007802,87815e88-70fd-4045-b59b-b996645df99a,2019-09-07T10:54:21,9/7/2019,,2028,baghlan_1,Complexity of actors
2019-09-05T06:57:19.431+04:30,2019-09-05T07:30:18.631+04:30,43713,3.52E+14,,4,yes,,,sector_ag_livestock,,northern,faryab,qaisar,chelgazi,boraghan_erak,,boraghan_erak,chelgazi_boraghan_erak,#REF!,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_flood,0,0,1,0,0,0,0,yes,displ_few,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,0,0,0,,livestock_ill,ag_impact_less_half,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_outside_comm,connect_few_hrs,account_none,no,snow_ice,access_2h,needs_seeds needs_water needsd_hygiene,0,0,0,1,0,1,1,0,0,0,0,0,0,no,hunger_small,no,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,no,yes_both,less_20_hh,half,yes,heating_dung,yes,yes,yes,meds_expensive,yes,disease_cause,no,yes,no,yes,no,yes,pump_public,damage_disaster,very_few,water_too_far,yes,yes,burning,good,verbal_threat hinder_move,1,0,0,1,0,0,0,0,0,verbal_threat hinder_move forced_work,1,0,0,1,1,0,0,0,0,targeting_women,,yes,yes,yes,no,,,,,,,,,,no,yes,yes,yes,yes,account_more_half,67024878,30e72602-e667-4f78-b8ec-2e0d09b01b4f,2019-09-07T13:10:57,9/7/2019,,2029,faryab_4,Conflict Intensity
2019-09-05T13:45:27.496+04:30,2019-09-05T14:23:16.059+04:30,43713,3.52E+14,,4,yes,,,sector_ag_livestock,,northern,faryab,qaisar,chelgazi,khatai,,khatai,chelgazi_khatai,#REF!,phone_interview,yes,,,,events_drought,0,0,0,0,1,0,0,events_flood,0,0,1,0,0,0,0,yes,displ_20hh_less,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,0,0,0,,livestock_ill,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_dont_know,connect_few_hrs,account_none,no,no_road,access_half_day,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,yes,,no,yes,very_few,yes,more_half,malnour_very_few,no_too_expensive,shelter_bricks,no,yes_conflict,less_20_hh,half,yes,heating_dung,yes,yes,yes,meds_expensive,yes,disease_cause,no,yes,yes,yes,yes,yes,pump_private,damage_disaster,very_few,water_social_restrictions,yes,yes,burning,good,verbal_threat,1,0,0,0,0,0,0,0,0,verbal_threat assault_no_weapon forced_work,1,1,0,0,1,0,0,0,0,targeting_women,,yes,yes,yes,yes,constrain_playing_access psych_wellbeing,0,1,0,1,0,0,0,,yes,yes,yes,yes,yes,account_half,67024888,c2b7d887-7bec-4d2b-ac65-3aa0993833e4,2019-09-07T13:11:02,9/7/2019,,2030,faryab_4,Conflict Intensity
2019-09-05T14:58:51.539+04:30,2019-09-05T15:36:05.952+04:30,43713,3.52E+14,,4,yes,,,sector_business_commerce,businessman,northern,faryab,qaisar,chelgazi,kalta_khurus_auymas,,kalta_khurus_auymas,chelgazi_kalta_khurus_auymas,#REF!,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_flood,0,0,1,0,0,0,0,no,,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,0,0,0,,livestock_ill,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_dont_know,connect_few_hrs,account_none,no,snow_ice,access_2h,needs_food needs_seeds needs_employment,0,1,0,1,1,0,0,0,0,0,0,0,0,no,hunger_small,yes,yes,half,yes,more_half,malnour_very_few,no_too_expensive,shelter_bricks,dont_know,yes_both,less_20_hh,very_few,yes,heating_wood,yes,yes,yes,meds_expensive,yes,disease_cause,no,yes,yes,yes,no,yes,pump_private,damage_disaster,very_few,water_not_functioning,yes,yes,burning,good,verbal_threat,1,0,0,0,0,0,0,0,0,assault_no_weapon assault_weapon,0,1,1,0,0,0,0,0,0,targeting_women,,yes,yes,yes,yes,livelihood_income psych_wellbeing,0,0,1,1,0,0,0,,no,yes,yes,yes,yes,account_half,67024896,51307f8e-3b26-4799-878e-30a4e8741941,2019-09-07T13:11:07,9/7/2019,,2031,faryab_4,Conflict Intensity
2019-09-07T17:02:22.016+04:30,2019-09-07T17:32:33.820+04:30,43715,3.52E+14,,4,yes,,,sector_ag_livestock,,northern,faryab,qaisar,khwaja_tebchaq_/_qarai_qaysar,khuja_bechaqly,,khuja_bechaqly,khwaja_tebchaq_/_qarai_qaysar_khuja_bechaqly,#REF!,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_earthquake events_flood,0,1,1,0,0,0,0,no,,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,0,0,0,,,ag_impact_less_half,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_outside_comm,connect_few_hrs,account_none,no,snow_ice,access_half_day,needs_food needs_seeds needs_employment,0,1,0,1,1,0,0,0,0,0,0,0,0,no,hunger_bad,no,yes,very_few,yes,very_few,malnour_very_few,no_too_far,shelter_bricks,yes,no,,,yes,heating_dung,yes,no,no_answer,meds_not_available,yes,disease_cause,no,no,no,no,no,yes,pump_public,damage_disaster,half,water_too_far,yes,yes,burning,good,verbal_threat assault_no_weapon assault_weapon,1,1,1,0,0,0,0,0,0,verbal_threat forced_work,1,0,0,0,1,0,0,0,0,targeting_women,,no,yes,yes,no,,,,,,,,,,no,yes,yes,yes,no,account_very_few,67024901,f4844baa-eff4-44e2-abd0-007d56af0731,2019-09-07T13:11:12,9/7/2019,,2032,faryab_4,Conflict Intensity
2019-09-08T08:31:33.287+04:30,2019-09-08T08:54:05.436+04:30,43716,3.58E+14,,1,yes,,,sector_education,,south_eastern,paktya,zurmat,zurmat_tamor,zurmat,,zurmat,zurmat_tamor_zurmat,#REF!,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,no,,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,0,0,0,,,ag_impact_less_half,no,no,no,yes,assistance_food,1,0,0,0,0,0,0,info_outside_comm,connect_few_days,account_very_few,yes,,access_2h,needs_health needs_protection needs_psycho_support,0,0,1,0,0,0,0,0,1,0,1,0,0,yes,,yes,yes,half,yes,none,malnour_very_few,yes,shelter_bricks,no,no,,,no,heating_wood,yes,yes,no,meds_expensive,yes,conflict_cause,no,yes,yes,yes,no,no,pump_private,damage_none,half,water_none,yes,yes,hh_pit,okay,hinder_move,0,0,0,1,0,0,0,0,0,hinder_move,0,0,0,1,0,0,0,0,0,targeting_women,,no,no,no,yes,psych_wellbeing death_disability,0,0,0,1,1,0,0,yes,,yes,yes,no,yes,account_half,67088426,d9100bbf-5f29-4f0b-9f95-b57d0974374c,2019-09-08T11:39:53,9/8/2019,,2110,paktya_1,Conflict Intensity
2019-09-08T10:03:35.946+04:30,2019-09-08T10:33:35.493+04:30,43716,3.58E+14,,1,yes,,,sector_religious,mullah imam,south_eastern,paktya,zurmat,zurmat_tamor,petakay,,petakay,zurmat_tamor_petakay,#REF!,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,no,,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,0,0,0,,,ag_impact_less_half,no,no,no,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_health needs_protection needs_education,0,0,1,0,0,0,0,0,1,1,0,0,0,yes,,yes,yes,half,no,,malnour_more_half,no_too_expensive,shelter_bricks,no,no,,,no,heating_wood,no,no,no,meds_expensive,no,conflict_cause,no,yes,yes,yes,no,no,pump_private,damage_none,very_few,water_not_functioning,yes,yes,hh_pit,okay,hinder_move,0,0,0,1,0,0,0,0,0,hinder_move,0,0,0,1,0,0,0,0,0,targeting_women,,no,no,no,yes,constrain_service_access death_disability,1,0,0,0,1,0,0,yes,,yes,yes,no,yes,account_more_half,67088434,1be5b1cb-0fb3-4c17-868e-28d44ca54afd,2019-09-08T11:39:59,9/8/2019,,2111,paktya_1,Conflict Intensity
