start,end,today,deviceid,audit,enumerator_id,survey_consent,ki_sector,province_reporting,district_reporting,bsu_reporting,settlement_name,concat,interview_type,ki_in_settlement,visited_settlement,ki_province_living,ki_district_living,settlement_events_year,settlement_events_year/events_active_conflict,settlement_events_year/events_earthquake,settlement_events_year/events_flood,settlement_events_year/events_avalanche_snowfall,settlement_events_year/events_drought,settlement_events_year/events_none,settlement_events_year/events_no_answer,settlement_events_3_months,settlement_events_3_months/events_active_conflict,settlement_events_3_months/events_earthquake,settlement_events_3_months/events_flood,settlement_events_3_months/events_avalanche_snowfall,settlement_events_3_months/events_drought,settlement_events_3_months/events_none,settlement_events_3_months/events_no_answer,displaced_3_months,pop_displaced,idp_3_months,returnee_3_months,activity_3_months,ag_own_land,livestock_own_animals,livelihood_conflict_disaster,livelihood_conflict_disaster/yes_livestock_impact,livelihood_conflict_disaster/yes_ag_impact,livelihood_conflict_disaster/yes_income_impact,livelihood_conflict_disaster/other,livelihood_conflict_disaster/conflict_no,livelihood_conflict_disaster/conflict_dont_know,livestock_negative_impacts,ag_negative_impacts,coping_consumed_seed,coping_beg_charity,coping_sold_land,hum_aid_3_months,type_assistance,type_assistance/assistance_food,type_assistance/assistance_shelter,type_assistance/assistance_health,type_assistance/assistance_wash,type_assistance/assistance_education,type_assistance/assistance_protection,type_assistance/assistance_dont_know,aid_info,mobile_network,bank_account,road_access,why_no_access,dist_centre_access,priority_needs,priority_needs/needs_shelter,priority_needs/needs_food,priority_needs/needs_health,priority_needs/needs_seeds,priority_needs/needs_employment,priority_needs/needs_water,priority_needs/needsd_hygiene,priority_needs/needs_documents,priority_needs/needs_protection,priority_needs/needs_education,priority_needs/needs_psycho_support,priority_needs/needs_none,priority_needs/needs_dont_know,food_access,hunger_level,market_available,borrow_food_money,borrow_food_proportion,reduced_food_children,reduced_food_proportion,malnutrition_severity,nutrition_access,shelter_type,no_shelter_open,shelter_damage,shelter_destroyed,shelter_repair,shelter_evicted,heating_source,nfi_market,health_functioning_access,health_closed,meds_access,birth_hospital,death_cause,more_ppl_died,edu_children,rel_school,edu_boys,edu_girls,children_removed,water_source,water_source_damage,water_access,reason_water_needs,soap_access,open_defecation,waste_disposal,safety_rating,adult_incidents,adult_incidents/verbal_threat,adult_incidents/assault_no_weapon,adult_incidents/assault_weapon,adult_incidents/hinder_move,adult_incidents/forced_work,adult_incidents/forced_detained,adult_incidents/forced_recruitment,adult_incidents/none,adult_incidents/dont_know,child_incidents,child_incidents/verbal_threat,child_incidents/assault_no_weapon,child_incidents/assault_weapon,child_incidents/hinder_move,child_incidents/forced_work,child_incidents/forced_detained,child_incidents/forced_recruitment,child_incidents/none,child_incidents/dont_know,other_incidents,civil_justice,boys_marriage,girls_marriage,explosive_hazards,explosive_impact,explosive_impact/constrain_service_access,explosive_impact/constrain_playing_access,explosive_impact/livelihood_income,explosive_impact/psych_wellbeing,explosive_impact/death_disability,explosive_impact/none,explosive_impact/dont_know,phys_injury_conflict,phys_injury_disaster,boys_work_no_school,girls_work_no_school,forced_leave,have_tazkira,men_tazkira,_id,_uuid,_submission_time,_validation_status,_index,enumerator_id_final,
2019-08-27T10:27:54.818+04:30,2019-08-27T10:50:26.973+04:30,27/08/2019,3.57766E+14,,1,yes,sector_education,paktya,zurmat,dawlatzi,makawah,zurmat_dawlatzi_makawah,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_20hh_less,yes,yes,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,0,0,0,,ag_impact_half,no,no,no,no,,,,,,,,,info_outside_comm,connect_few_days,account_very_few,yes,,access_2h,needs_health needs_protection needs_education,0,0,1,0,0,0,0,0,1,1,0,0,0,yes,,yes,yes,half,no,,malnour_very_few,no_not_accessible,shelter_bricks,no,yes_conflict,less_20_hh,half,no,heating_wood,no,no,no,meds_expensive,no,conflict_cause,no,yes,yes,yes,no,no,pump_public,damage_none,very_few,water_too_far,yes,yes,hh_pit,okay,hinder_move,0,0,0,1,0,0,0,0,0,verbal_threat hinder_move,1,0,0,1,0,0,0,0,0,targeting_women,no,no,no,yes,constrain_service_access livelihood_income,1,0,1,0,0,0,0,yes,,yes,yes,yes,yes,account_half,65908297,ea598450-7464-4f19-a9c7-4f0a11820423,2019-08-27T14:57:35,,1389,paktya_1,
2019-08-27T16:22:15.898+04:30,2019-08-27T16:49:46.272+04:30,27/08/2019,3.57766E+14,,1,yes,sector_health,paktya,zurmat,arma,arma,zurmat_arma_arma,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_few,no,no,activity_livestock,,yes,yes_livestock_impact yes_income_impact,1,0,1,0,0,0,livestock_ill,,no,no,no,no,,,,,,,,,info_within_comm,connect_few_hrs,account_very_few,yes,,access_day,needs_health needs_water needs_protection,0,0,1,0,0,1,0,0,1,0,0,0,0,no,hunger_small,no,yes,more_half,yes,more_half,malnour_less_half,no_too_far,shelter_bricks,no,yes_conflict,20_50_hh,very_few,yes,heating_dung,no,yes,no,meds_expensive,no,disease_cause,no,yes,no,yes,no,no,pump_public,damage_none,half,water_too_far,yes,yes,hh_pit,very_poor,hinder_move,0,0,0,1,0,0,0,0,0,verbal_threat hinder_move,1,0,0,1,0,0,0,0,0,targeting_women,no,no,no,yes,constrain_service_access psych_wellbeing,1,0,0,1,0,0,0,no,,yes,yes,yes,yes,account_half,65908307,3bc574d5-80f4-46ab-b041-8f0e11734465,2019-08-27T14:57:41,,1390,paktya_1,
2019-08-27T09:20:14.637+04:30,2019-08-27T10:08:32.062+04:30,27/08/2019,3.51514E+14,,4,yes,sector_business_commerce,uruzgan,dehrawud,dizak_sia_choub,seya_chob,dehrawud_dizak_sia_choub_seya_chob,face_to_face,yes,,,,events_none,0,0,0,0,0,1,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,0,,,,,yes,no_answer,no,yes,assistance_shelter,0,1,0,0,0,0,0,info_within_comm,connect_never,account_none,yes,,access_half_day,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,yes,,yes,yes,half,yes,very_few,malnour_less_half,yes,shelter_bricks,dont_know,,,,no_answer,heating_wood,yes,yes,,meds_access,yes,dont_know_cause,no_answer,yes,yes,yes,no,,pump_private,,almost_all,water_dont_know,yes,yes,street_open_space,very_good,dont_know,0,0,0,0,0,0,0,0,1,none,0,0,0,0,0,0,0,1,0,none,no_answer,no,yes,no_answer,,,,,,,,,,,yes,no,no_answer,yes,account_half,65857817,2c1c0cc8-5482-4c6a-a06c-ee46bb14e11e,2019-08-27T08:21:09,,1295,uruzgan_4,
2019-08-27T10:09:04.791+04:30,2019-08-27T10:41:58.286+04:30,27/08/2019,3.51514E+14,,4,yes,sector_ag_livestock,uruzgan,dehrawud,diw_sang,dar_heyat,dehrawud_diw_sang_dar_heyat,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,0,,,,,yes,no,no_answer,no,,,,,,,,,info_dont_know,connect_never,account_none,yes,,access_half_day,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,no,yes,very_few,yes,don't_know,malnour_more_half,no_too_far,shelter_bricks,dont_know,,,,no,heating_wood,no,yes,,meds_not_available,no,dont_know_cause,no_answer,no,yes,no,no,,protected_well,,almost_all,water_dont_know,yes,yes,street_open_space,very_good,dont_know,0,0,0,0,0,0,0,0,1,dont_know,0,0,0,0,0,0,0,0,1,none,no_answer,no_answer,yes,yes,constrain_service_access,1,0,0,0,0,0,0,,,yes,no,no_answer,yes,account_half,65857876,dc390450-9240-4ac0-887c-8a7eb44e24ed,2019-08-27T08:21:34,,1296,uruzgan_4,
2019-08-27T10:43:29.362+04:30,2019-08-27T11:39:15.436+04:30,27/08/2019,3.51514E+14,,4,yes,sector_village_admin,uruzgan,dehrawud,pouti,lochak,dehrawud_pouti_lochak,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,0,,,,,yes,no,no_answer,no,,,,,,,,,info_dont_know,connect_never,account_none,yes,,access_half_day,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,very_few,yes,very_few,malnour_less_half,no_too_far,shelter_bricks,dont_know,,,,no_answer,heating_wood,no,no,,meds_not_available,no,disease_cause,no_answer,no,yes,no,no,,unprotected_well,,almost_all,water_none,yes,yes,street_open_space,very_good,none,0,0,0,0,0,0,0,1,0,dont_know,0,0,0,0,0,0,0,0,1,none,yes,no_answer,yes,no_answer,,,,,,,,,,,yes,no,no_answer,yes,account_half,65857882,d6df20a8-6847-413a-bebd-2ce52c33bb29,2019-08-27T08:21:39,,1297,uruzgan_4,
2019-08-27T15:00:06.615+04:30,2019-08-27T15:40:13.327+04:30,27/08/2019,3.51514E+14,,4,yes,sector_education,uruzgan,dehrawud,darfshanak,shaka,dehrawud_darfshanak_shaka,face_to_face,yes,,,,events_none,0,0,0,0,0,1,0,events_none,0,0,0,0,0,1,0,,,no,no,activity_ag,yes,,,,,,0,,,,,yes,no,no,no,,,,,,,,,info_within_comm,connect_never,account_none,yes,,access_half_day,needs_health needs_seeds needs_employment,0,0,1,1,1,0,0,0,0,0,0,0,0,no,hunger_worst,no,yes,very_few,yes,very_few,malnour_less_half,no_too_far,shelter_bricks,dont_know,,,,no,heating_wood,no,no,,meds_not_available,no,disease_cause,no_answer,no,yes,no,no,,protected_well,,almost_all,water_none,yes,yes,street_open_space,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,no,no,no,no,,,,,,,,,,,yes,no,no,no,account_half,65904339,8d66121d-de89-4316-ac07-5f82238834ae,2019-08-27T14:32:45,,1382,uruzgan_4,
2019-08-27T15:42:14.777+04:30,2019-08-27T16:24:47.005+04:30,27/08/2019,3.51514E+14,,4,yes,sector_village_admin,uruzgan,dehrawud,pouti,murch,dehrawud_pouti_murch,face_to_face,yes,,,,events_none,0,0,0,0,0,1,0,events_none,0,0,0,0,0,1,0,,,yes,no_answer,activity_ag,yes,,,,,,0,,,,,yes,no,no,no,,,,,,,,,info_within_comm,connect_never,account_none,yes,,access_half_day,needs_health needs_seeds needs_employment,0,0,1,1,1,0,0,0,0,0,0,0,0,no,hunger_small,no,yes,half,no,,malnour_more_half,no_too_far,shelter_bricks,no,,,,no,heating_wood,no,no,,meds_not_available,no,disease_cause,no_answer,no,yes,no,no,,protected_well,,almost_all,water_none,yes,yes,burning,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,no_answer,no_answer,no,no,,,,,,,,,,,yes,no,no,yes,account_half,65904381,6098360c-8333-40cf-8d7c-937ef0d461cc,2019-08-27T14:33:00,,1383,uruzgan_4,
2019-08-27T16:25:29.622+04:30,2019-08-27T17:04:39.665+04:30,27/08/2019,3.51514E+14,,4,yes,sector_ag_livestock,uruzgan,dehrawud,pouti,tootak,dehrawud_pouti_tootak,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_drought,0,0,0,0,1,0,0,no,,no_answer,no_answer,activity_ag,yes,,yes_ag_impact,0,1,0,0,0,0,,ag_impact_less_half,yes,no,no,no,,,,,,,,,info_within_comm,connect_never,account_none,yes,,access_half_day,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,no,yes,half,yes,very_few,malnour_more_half,no_too_far,shelter_bricks,yes,dont_know,,,no_answer,heating_wood,no,no,no,meds_not_available,no,dont_know_cause,no,no,yes,no,yes,no,protected_well,damage_dont_know,dont_know,water_none,yes,yes,burning,very_good,none,0,0,0,0,0,0,0,1,0,dont_know,0,0,0,0,0,0,0,0,1,none,no_answer,no_answer,yes,no_answer,,,,,,,,,,,yes,no,no,yes,account_half,65904400,1f732003-c547-4e89-a1f3-c16f17ec6dca,2019-08-27T14:33:05,,1384,uruzgan_4,
2019-08-27T17:05:00.557+04:30,2019-08-27T18:28:48.402+04:30,27/08/2019,3.51514E+14,,4,yes,sector_village_admin,uruzgan,dehrawud,mazar_jangal_siah_sang,pai_toto,dehrawud_mazar_jangal_siah_sang_pai_toto,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_none,0,0,0,0,0,1,0,,,yes,yes,activity_ag,yes,,,,,,0,,,,,yes,no,yes,no,,,,,,,,,info_within_comm,connect_never,account_none,yes,,access_half_day,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,no,yes,very_few,no,,malnour_less_half,no_too_far,shelter_bricks,dont_know,,,,no,heating_wood,no,no,,meds_not_available,no,disease_cause,no,no,yes,no,no,,protected_well,,almost_all,water_none,yes,yes,dont_know,very_good,none,0,0,0,0,0,0,0,1,0,dont_know,0,0,0,0,0,0,0,0,1,none,no,yes,yes,no,,,,,,,,,,,yes,no,no,yes,account_half,65904423,99f9ee03-b9b0-4bb1-ac7f-f438a55fe75d,2019-08-27T14:33:11,,1385,uruzgan_4,
2019-08-26T10:18:34.751+04:30,2019-08-26T12:59:03.660+04:30,26/08/2019,3.55911E+14,,5,yes,sector_ag_livestock,uruzgan,tirinkot,garm_ab,garm_ab,tirinkot_garm_ab_garm_ab,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_20_50_hh,yes,yes,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,livestock_less_produce,ag_impact_half,yes,yes,yes,yes,assistance_shelter,0,1,0,0,0,0,0,info_within_comm,connect_never,account_none,yes,,access_2h,needs_health needs_water needs_protection,0,0,1,0,0,1,0,0,1,0,0,0,0,no,hunger_bad,no,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,yes,yes_both,20_50_hh,very_few,yes,heating_wood,yes,yes,yes,meds_not_available,no,conflict_cause,no,no,yes,no,no,no,pump_private,damage_conflict,very_few,water_not_functioning,no,yes,street_open_space,okay,verbal_threat assault_no_weapon assault_weapon,1,1,1,0,0,0,0,0,0,verbal_threat assault_no_weapon assault_weapon,1,1,1,0,0,0,0,0,0,targeting_women,no,no,yes,yes,constrain_service_access constrain_playing_access livelihood_income,1,1,1,0,0,0,0,yes,,yes,yes,yes,yes,account_more_half,65852161,4a2e0a79-adaf-457d-90e6-a1b27cf4373f,2019-08-27T07:04:52,,1290,uruzgan_5,
2019-08-27T10:46:40.627+04:30,2019-08-27T11:30:57.043+04:30,27/08/2019,3.55911E+14,,5,yes,sector_ag_livestock,uruzgan,tirinkot,khanghah_mehr_abad,charmastan,tirinkot_khanghah_mehr_abad_charmastan,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_20hh_less,yes,yes,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,livestock_less_produce,ag_impact_half,yes,yes,yes,yes,assistance_shelter,0,1,0,0,0,0,0,info_within_comm,connect_never,account_none,no,road_blocked,access_half_day,needs_health needs_water needs_protection,0,0,1,0,0,1,0,0,1,0,0,0,0,yes,,no,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,yes,yes_both,less_20_hh,very_few,yes,heating_wood,no,no,yes,meds_expensive,no,conflict_cause,no,no,no,no,no,no,protected_well,damage_conflict,very_few,water_not_functioning,no,yes,street_open_space,poor,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,targeting_women,no,yes,yes,yes,constrain_service_access constrain_playing_access livelihood_income,1,1,1,0,0,0,0,yes,,yes,yes,yes,yes,account_more_half,65852176,6cfbd746-ffc1-4dc3-a7cb-b5c414893f71,2019-08-27T07:05:14,,1291,uruzgan_5,
2019-08-26T13:49:58.246+04:30,2019-08-26T15:30:58.621+04:30,26/08/2019,3.59535E+14,,6,yes,sector_ag_livestock,uruzgan,shahid_e_hassas,kashi,anar_jowi,shahid_e_hassas_kashi_anar_jowi,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_50_100_hh,yes,yes,activity_ag,yes,,yes_ag_impact,0,1,0,0,0,0,,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_very_few,no,no_road,access_2h,needs_shelter needs_food needs_water,1,1,0,0,0,1,0,0,0,0,0,0,0,yes,,yes,yes,half,yes,very_few,malnour_very_few,no_too_far,shelter_bricks,yes,yes_conflict,20_50_hh,very_few,yes,heating_wood,yes,yes,yes,meds_access,yes,conflict_cause,no,yes,no,yes,yes,yes,protected_well,damage_conflict,very_few,water_not_functioning,yes,yes,street_open_space,very_poor,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,yes,yes,yes,psych_wellbeing death_disability,0,0,0,1,1,0,0,yes,,yes,yes,yes,yes,account_more_half,65890396,0f0e2ed3-48ad-4f41-afac-e09dd5fe8e6a,2019-08-27T12:47:49,,1335,uruzgan_6,
2019-08-27T09:47:12.734+04:30,2019-08-27T10:31:57.713+04:30,27/08/2019,3.59535E+14,,6,yes,sector_ag_livestock,uruzgan,shahid_e_hassas,kourar_ab,garm_ab,shahid_e_hassas_kourar_ab_garm_ab,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_20_50_hh,yes,yes,activity_ag,yes,,yes_ag_impact yes_income_impact ,0,1,1,0,0,0,,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_very_few,no,no_road,access_2h,needs_shelter needs_food needs_water,1,1,0,0,0,1,0,0,0,0,0,0,0,yes,,yes,yes,half,yes,half,malnour_more_half,no_too_expensive,shelter_bricks,yes,yes_conflict,20_50_hh,very_few,yes,heating_wood,yes,yes,yes,meds_expensive,no,conflict_cause,no,yes,yes,yes,yes,no,protected_well,damage_none,very_few,water_points_amount,no,yes,street_open_space,very_poor,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,yes,yes,yes,livelihood_income psych_wellbeing,0,0,1,1,0,0,0,yes,,yes,yes,no,yes,account_more_half,65890427,b773bc2d-7ca8-4d37-bec7-ddbdbbbc2e72,2019-08-27T12:48:04,,1338,uruzgan_6,
2019-08-27T09:00:26.630+04:30,2019-08-27T09:46:10.091+04:30,27/08/2019,3.52455E+14,,1,yes,sector_ag_livestock,zabul,kakar,kharni_bazar_aw_sawlan_clinic,caman,kakar_kharni_bazar_aw_sawlan_clinic_caman,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,no,,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,livestock_less_produce,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_none,yes,,access_day,needs_health needs_water needs_education,0,0,1,0,0,1,0,0,0,1,0,0,0,yes,,no,yes,very_few,yes,very_few,malnour_less_half,no_too_far,shelter_bricks,no,yes_disaster,less_20_hh,very_few,no,heating_wood,yes,no,no,meds_expensive,no,natural_cause,no,no,no,no,no,no,sfc_water,damage_disaster,half,water_too_far,yes,yes,street_open_space,okay,verbal_threat hinder_move forced_detained,1,0,0,1,0,1,0,0,0,verbal_threat assault_no_weapon hinder_move forced_work forced_detained forced_recruitment,1,1,0,1,1,1,1,0,0,none,no,yes,yes,no,,,,,,,,,no,yes,yes,yes,no,yes,account_half,65900311,ab7dec63-de3c-4210-9af4-4b0220bdeeb2,2019-08-27T14:08:36,,1361,zabul_1,
2019-08-27T12:11:38.707+04:30,2019-08-27T12:49:03.699+04:30,27/08/2019,3.52455E+14,,1,yes,sector_ag_livestock,zabul,kakar,kharni_bazar_aw_sawlan_clinic,kalarghan,kakar_kharni_bazar_aw_sawlan_clinic_kalarghan,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,no,,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,livestock_less_produce,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_none,yes,,access_day,needs_health needs_water needs_education,0,0,1,0,0,1,0,0,0,1,0,0,0,yes,,yes,yes,very_few,yes,very_few,malnour_less_half,no_too_far,shelter_bricks,no,yes_disaster,less_20_hh,very_few,no,heating_wood,yes,no,no,meds_expensive,no,natural_cause,no,no,no,no,no,no,sfc_water,damage_disaster,half,water_too_far,yes,yes,street_open_space,okay,verbal_threat hinder_move forced_detained,1,0,0,1,0,1,0,0,0,verbal_threat assault_no_weapon hinder_move forced_work forced_detained forced_recruitment,1,1,0,1,1,1,1,0,0,none,no,yes,yes,no,,,,,,,,,no,yes,yes,yes,no,yes,account_half,65900324,54fa66df-8c6d-4aa8-b13a-bb38014b5e7e,2019-08-27T14:08:40,,1362,zabul_1,
2019-08-27T13:57:08.684+04:30,2019-08-27T14:30:50.514+04:30,27/08/2019,3.52455E+14,,1,yes,sector_education,zabul,kakar,sangali_bazar,do_ab_kalay,kakar_sangali_bazar_do_ab_kalay,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,yes,displ_few,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,livestock_ill,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_none,yes,,access_half_day,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,yes,,no,yes,very_few,yes,very_few,malnour_less_half,no_too_far,shelter_bricks,no,yes_both,less_20_hh,very_few,no,heating_dung,yes,no,no,meds_expensive,no,natural_cause,no,no,no,no,no,no,sfc_water,damage_disaster,half,water_too_far,yes,yes,street_open_space,okay,verbal_threat hinder_move forced_detained,1,0,0,1,0,1,0,0,0,verbal_threat assault_no_weapon hinder_move forced_work forced_detained forced_recruitment,1,1,0,1,1,1,1,0,0,none,no,yes,yes,no,,,,,,,,,yes,yes,yes,yes,no,yes,account_half,65900346,b5305ef9-d4d2-4e3b-ba2c-d73049337ebb,2019-08-27T14:08:48,,1363,zabul_1,
2019-08-27T15:51:57.173+04:30,2019-08-27T16:32:33.555+04:30,27/08/2019,3.52455E+14,,1,yes,sector_education,zabul,kakar,tora_chena_bazar,takmi,kakar_tora_chena_bazar_takmi,face_to_face,yes,,,,events_active_conflict events_flood events_avalanche_snowfall events_drought,1,0,1,1,1,0,0,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,yes,displ_few,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,livestock_died,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_none,yes,,access_half_day,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,yes,,no,yes,very_few,yes,very_few,malnour_less_half,no_too_far,shelter_bricks,no,yes_both,less_20_hh,very_few,yes,heating_wood,yes,no,no,meds_expensive,no,disaster_cause,no,no,no,no,no,no,protected_well,damage_disaster,half,water_too_far,yes,yes,street_open_space,okay,verbal_threat hinder_move forced_detained,1,0,0,1,0,1,0,0,0,verbal_threat assault_no_weapon hinder_move forced_work forced_detained forced_recruitment,1,1,0,1,1,1,1,0,0,none,no,yes,yes,no,,,,,,,,,yes,yes,yes,yes,no,yes,account_half,65900362,92eefc83-41c8-4fa5-8368-8ab0a9d02337,2019-08-27T14:08:51,,1364,zabul_1,
2019-08-27T16:38:56.087+04:30,2019-08-27T17:20:21.227+04:30,27/08/2019,3.52455E+14,,1,yes,sector_education,zabul,kakar,torgan,torgan,kakar_torgan_torgan,face_to_face,yes,,,,events_active_conflict events_flood events_avalanche_snowfall events_drought,1,0,1,1,1,0,0,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,yes,displ_few,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,0,0,0,livestock_less_produce,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_none,yes,,access_half_day,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,yes,,no,yes,very_few,yes,very_few,malnour_less_half,no_too_far,shelter_bricks,no,yes_both,less_20_hh,very_few,yes,heating_wood,yes,no,no,meds_not_available,no,natural_cause,no,no,no,no,no,no,unprotected_well,damage_disaster,half,water_too_far,yes,yes,street_open_space,okay,verbal_threat hinder_move forced_detained,1,0,0,1,0,1,0,0,0,verbal_threat assault_no_weapon hinder_move forced_detained forced_recruitment,1,1,0,1,0,1,1,0,0,none,no,yes,yes,no,,,,,,,,,yes,yes,yes,yes,no,no,account_half,65900377,503ed3ac-b083-402b-b681-49e836468f00,2019-08-27T14:08:55,,1365,zabul_1,
2019-08-27T14:14:34.872+04:30,2019-08-27T14:47:47.298+04:30,27/08/2019,3.57002E+14,,2,yes,sector_village_admin,zabul,arghandab_zabul,braj,braj,arghandab_zabul_braj_braj,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_drought,0,0,0,0,1,0,0,no,,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,0,0,0,,ag_impact_less_half,yes,no_answer,no,no,,,,,,,,,info_within_comm,connect_never,account_very_few,yes,,access_half_day,needs_shelter needsd_hygiene needs_education,1,0,0,0,0,0,1,0,0,1,0,0,0,no_answer,,no,yes,more_half,no_answer,,malnour_very_few,no_too_far,shelter_bricks,no,yes_both,20_50_hh,almost_all,no,heating_wood,no,no,no_answer,meds_not_available,no,dont_know_cause,no_answer,no,no,no,no,no,sfc_water,damage_none,half,water_not_functioning,yes,yes,hh_pit,okay,verbal_threat,1,0,0,0,0,0,0,0,0,dont_know,0,0,0,0,0,0,0,0,1,none,yes,no,no_answer,no_answer,,,,,,,,,,,yes,no,no_answer,no,account_half,65903755,84d6f7d0-f22e-4060-845e-8f6074a6e4ed,2019-08-27T14:28:23,,1372,zabul_2,
2019-08-27T16:01:51.730+04:30,2019-08-27T16:33:05.213+04:30,27/08/2019,3.57002E+14,,2,yes,sector_health,zabul,arghandab_zabul,braj,muhammd_khel_kalay,arghandab_zabul_braj_muhammd_khel_kalay,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_none,0,0,0,0,0,1,0,,,no,no,activity_ag,yes,,,,,,0,,,,,yes,yes,yes,no,,,,,,,,,info_dont_know,connect_never,account_very_few,yes,,access_half_day,needs_water needs_protection needs_education,0,0,0,0,0,1,0,0,1,1,0,0,0,no,hunger_small,no,yes,half,no_answer,,malnour_very_few,no_too_expensive,shelter_bricks,no,,,,no,heating_wood,no,no,,meds_not_available,no,natural_cause,no_answer,no,no_answer,no,no,,unprotected_well,,half,water_points_amount,yes,yes,hh_pit,good,dont_know,0,0,0,0,0,0,0,0,1,none,0,0,0,0,0,0,0,1,0,targeting_women,yes,yes,no,no,,,,,,,,,,,no_answer,no,yes,yes,account_more_half,65903770,05be8208-26ab-4553-b7bc-8ffcdbc53238,2019-08-27T14:28:27,,1373,zabul_2,
